candidate_id,skills,experience_years,job_role,shortlisted
C04614,"Docker, Spring, Java",4.5,Backend Developer,1
C04615,"Docker, AWS, Linux, Terraform, Kubernetes",7.1,DevOps Engineer,1
C04616,"Terraform, Docker, Kubernetes, CI/CD",2.5,DevOps Engineer,1
C04617,"REST, Microservices, Java, SQL",2.3,Backend Developer,1
C04618,"Swift, Flutter, Dart, Firebase, Kotlin",4.3,Mobile Developer,1
C04619,"Machine Learning, SQL",7.4,Data Scientist,0
C04620,"SQL, REST, Spring",3.8,Backend Developer,1
C04621,"React, TypeScript, CSS",8.3,Frontend Developer,1
C04622,"SQL, Microservices",3.2,Backend Developer,0
C04623,"TensorFlow, SQL, Python, Machine Learning, Pandas",7.1,Data Scientist,1
C04624,"SQL, Machine Learning",7.3,Data Scientist,0
C04625,"Docker, Terraform",8.2,DevOps Engineer,0
C04626,"JavaScript, HTML, React, Redux",3.6,Frontend Developer,1
C04627,"Swift, Firebase, Kotlin, React Native",3.6,Mobile Developer,1
C04628,"Swift, Firebase, Dart",1.3,Mobile Developer,0
C04629,"Flutter, React Native, Kotlin, Dart, Firebase",6.7,Mobile Developer,1
C04630,"Docker, SQL, REST",4.3,Backend Developer,1
C04631,"Python, Statistics",5.8,Data Scientist,0
C04632,"CSS, Redux, HTML, React",1.0,Frontend Developer,0
C04633,"Swift, React Native, Dart, Firebase",8.9,Mobile Developer,1
C04634,"Pandas, Statistics, Python, SQL",5.0,Data Scientist,1
C04635,"Redux, TypeScript, CSS",7.6,Frontend Developer,1
C04636,"Spring, Microservices",7.1,Backend Developer,0
C04637,"Python, TensorFlow, SQL, Statistics, Machine Learning",1.8,Data Scientist,0
C04638,"AWS, Docker",7.7,DevOps Engineer,0
C04639,"AWS, CI/CD, Terraform, Linux, Kubernetes",5.6,DevOps Engineer,1
C04640,"JavaScript, TypeScript, Redux, CSS",6.9,Frontend Developer,1
C04641,"Redux, React",3.1,Frontend Developer,0
C04642,"Redux, React",8.9,Frontend Developer,0
C04643,"Java, Spring, Microservices",5.6,Backend Developer,1
C04644,"SQL, Statistics",3.9,Data Scientist,0
C04645,"CSS, TypeScript, Redux, HTML, React",3.2,Frontend Developer,1
C04646,"SQL, Pandas",7.6,Data Scientist,0
C04647,"Flutter, Dart, Kotlin, Swift, Firebase",1.4,Mobile Developer,0
C04648,"Dart, Firebase, Flutter, Swift, Kotlin",7.7,Mobile Developer,1
C04649,"TypeScript, JavaScript, HTML, CSS, React",1.9,Frontend Developer,0
C04650,"Kubernetes, Docker",4.9,DevOps Engineer,0
C04651,"REST, Spring, Java",5.4,Backend Developer,1
C04652,"Firebase, Flutter, Dart, React Native",8.1,Mobile Developer,1
C04653,"Terraform, Linux, AWS",4.8,DevOps Engineer,1
C04654,"Java, REST, Docker, Spring",1.4,Backend Developer,0
C04655,"CSS, TypeScript, React",3.7,Frontend Developer,1
C04656,"Machine Learning, TensorFlow, SQL",1.1,Data Scientist,0
C04657,"SQL, Microservices, Java, Spring",2.7,Backend Developer,1
C04658,"Linux, Kubernetes",7.9,DevOps Engineer,0
C04659,"Terraform, Kubernetes, Linux, CI/CD",5.6,DevOps Engineer,1
C04660,"HTML, CSS, React, JavaScript",5.8,Frontend Developer,1
C04661,"React Native, Kotlin, Swift, Flutter",8.9,Mobile Developer,1
C04662,"Microservices, SQL",4.2,Backend Developer,0
C04663,"Firebase, React Native, Flutter, Dart, Swift",4.6,Mobile Developer,1
C04664,"JavaScript, TypeScript, HTML, Redux",3.9,Frontend Developer,1
C04665,"REST, Spring, Docker, Java, Microservices",8.3,Backend Developer,1
C04666,"CSS, TypeScript",2.9,Frontend Developer,0
C04667,"AWS, Kubernetes, CI/CD, Linux",8.4,DevOps Engineer,1
C04668,"Kubernetes, CI/CD, Docker",7.0,DevOps Engineer,1
C04669,"Kotlin, Swift, Dart, Flutter, React Native",7.6,Mobile Developer,1
C04670,"Terraform, AWS, CI/CD",9.6,DevOps Engineer,1
C04671,"Spring, Microservices, Docker, SQL, Java",2.0,Backend Developer,0
C04672,"HTML, JavaScript",9.8,Frontend Developer,0
C04673,"Spring, Microservices",1.6,Backend Developer,0
C04674,"SQL, Java, Microservices, Spring",7.3,Backend Developer,1
C04675,"Docker, SQL, Spring, REST",1.0,Backend Developer,0
C04676,"CSS, TypeScript, Redux, React",6.6,Frontend Developer,1
C04677,"Microservices, Spring, SQL, Java, REST",3.6,Backend Developer,1
C04678,"Python, SQL, TensorFlow, Pandas, Statistics",2.0,Data Scientist,0
C04679,"TypeScript, HTML, JavaScript",9.0,Frontend Developer,1
C04680,"TensorFlow, Statistics, SQL, Machine Learning",2.8,Data Scientist,1
C04681,"Python, Statistics, SQL, Machine Learning",3.3,Data Scientist,1
C04682,"Swift, Dart, Kotlin, Firebase, Flutter",3.3,Mobile Developer,1
C04683,"Statistics, Pandas, Machine Learning",7.7,Data Scientist,1
C04684,"React, HTML, Redux",3.1,Frontend Developer,1
C04685,"Spring, Microservices, REST, Docker, SQL",2.6,Backend Developer,1
C04686,"REST, Docker, Java",2.7,Backend Developer,1
C04687,"Swift, Kotlin, Dart",4.3,Mobile Developer,1
C04688,"Kotlin, Dart, React Native, Firebase, Swift",6.7,Mobile Developer,1
C04689,"Terraform, Kubernetes, AWS",5.5,DevOps Engineer,1
C04690,"Dart, Flutter, Firebase",6.5,Mobile Developer,1
C04691,"Machine Learning, Pandas, SQL, Python",8.8,Data Scientist,1
C04692,"Swift, Flutter, Dart, React Native",9.7,Mobile Developer,1
C04693,"Terraform, CI/CD, Linux, Docker",2.4,DevOps Engineer,1
C04694,"Swift, Dart, React Native, Flutter",8.2,Mobile Developer,1
C04695,"JavaScript, Redux, HTML, TypeScript, CSS",7.2,Frontend Developer,1
C04696,"Kubernetes, Linux, Docker, AWS, CI/CD",6.7,DevOps Engineer,1
C04697,"CSS, JavaScript",2.4,Frontend Developer,0
C04698,"Statistics, Machine Learning, SQL, Pandas",8.9,Data Scientist,1
C04699,"AWS, Terraform, Kubernetes",3.7,DevOps Engineer,1
C04700,"Python, TensorFlow, Pandas",6.9,Data Scientist,1
C04701,"Redux, CSS, TypeScript",3.6,Frontend Developer,1
C04702,"TensorFlow, SQL",8.1,Data Scientist,0
C04703,"TensorFlow, SQL, Statistics, Pandas",7.7,Data Scientist,1
C04704,"CSS, HTML",9.2,Frontend Developer,0
C04705,"Microservices, Docker, REST, Java, Spring",1.7,Backend Developer,0
C04706,"CI/CD, Linux",6.7,DevOps Engineer,0
C04707,"Statistics, TensorFlow, SQL",2.3,Data Scientist,1
C04708,"SQL, TensorFlow, Pandas, Python, Statistics",4.7,Data Scientist,1
C04709,"Pandas, Statistics, Machine Learning",2.5,Data Scientist,1
C04710,"CI/CD, Docker, Linux, AWS",5.4,DevOps Engineer,1
C04711,"TensorFlow, SQL, Machine Learning, Python",6.4,Data Scientist,1
C04712,"Pandas, Python, SQL",0.8,Data Scientist,0
C04713,"HTML, React, TypeScript, JavaScript, CSS",7.1,Frontend Developer,1
C04714,"Firebase, Dart",9.1,Mobile Developer,0
C04715,"TensorFlow, Pandas",8.1,Data Scientist,0
C04716,"Docker, Java",9.8,Backend Developer,0
C04717,"CSS, TypeScript, JavaScript, React",8.3,Frontend Developer,1
C04718,"React, CSS, HTML, JavaScript",7.3,Frontend Developer,1
C04719,"React Native, Dart, Flutter, Firebase, Swift",7.6,Mobile Developer,1
C04720,"AWS, Docker, Kubernetes",5.3,DevOps Engineer,1
C04721,"REST, Microservices, Docker",9.1,Backend Developer,1
C04722,"TensorFlow, Statistics, SQL, Pandas",9.1,Data Scientist,1
C04723,"Firebase, Flutter",6.7,Mobile Developer,0
C04724,"REST, Spring, SQL, Docker, Java",8.5,Backend Developer,1
C04725,"Redux, CSS, JavaScript, React, TypeScript",8.8,Frontend Developer,1
C04726,"React Native, Dart, Firebase, Kotlin",8.6,Mobile Developer,1
C04727,"Statistics, Python",1.7,Data Scientist,0
C04728,"TypeScript, CSS, JavaScript, HTML, Redux",1.8,Frontend Developer,0
C04729,"Python, Statistics, Machine Learning, Pandas",0.7,Data Scientist,0
C04730,"Docker, REST, Java",3.1,Backend Developer,1
C04731,"Python, Statistics, TensorFlow, Pandas, SQL",6.0,Data Scientist,1
C04732,"React, HTML, TypeScript, JavaScript, Redux",0.7,Frontend Developer,0
C04733,"CI/CD, Kubernetes, Docker, Linux, Terraform",1.9,DevOps Engineer,0
C04734,"Swift, Dart, React Native, Firebase",4.0,Mobile Developer,1
C04735,"Java, Docker",2.9,Backend Developer,0
C04736,"Firebase, Kotlin, Dart",6.9,Mobile Developer,1
C04737,"CSS, HTML, JavaScript, TypeScript, Redux",7.6,Frontend Developer,1
C04738,"Swift, Firebase, React Native, Dart",7.2,Mobile Developer,1
C04739,"Dart, Firebase",0.7,Mobile Developer,0
C04740,"Statistics, SQL, Pandas, TensorFlow",1.3,Data Scientist,0
C04741,"JavaScript, Redux",4.8,Frontend Developer,0
C04742,"Linux, Kubernetes, AWS, Terraform",9.1,DevOps Engineer,1
C04743,"TensorFlow, Statistics",9.7,Data Scientist,0
C04744,"CSS, Redux, JavaScript",0.9,Frontend Developer,0
C04745,"React, TypeScript",8.2,Frontend Developer,0
C04746,"Swift, Flutter",6.2,Mobile Developer,0
C04747,"Terraform, Docker",9.8,DevOps Engineer,0
C04748,"Redux, CSS",7.6,Frontend Developer,0
C04749,"Terraform, Linux, CI/CD",7.0,DevOps Engineer,1
C04750,"Statistics, SQL, Machine Learning, Pandas, TensorFlow",7.8,Data Scientist,1
C04751,"Redux, TypeScript, HTML, JavaScript",1.0,Frontend Developer,0
C04752,"SQL, Docker",7.9,Backend Developer,0
C04753,"TensorFlow, Python, Statistics, Pandas, Machine Learning",1.1,Data Scientist,0
C04754,"Machine Learning, TensorFlow, Pandas, Python",8.9,Data Scientist,1
C04755,"JavaScript, Redux, HTML, CSS, React",4.5,Frontend Developer,1
C04756,"Pandas, Machine Learning, Python",8.5,Data Scientist,1
C04757,"Firebase, React Native, Swift, Kotlin, Dart",5.5,Mobile Developer,1
C04758,"Statistics, Machine Learning, SQL",9.9,Data Scientist,1
C04759,"Terraform, Linux",1.6,DevOps Engineer,0
C04760,"Kubernetes, Linux, Terraform, CI/CD",2.2,DevOps Engineer,1
C04761,"Swift, Kotlin, React Native, Firebase, Dart",5.4,Mobile Developer,1
C04762,"CSS, JavaScript",3.8,Frontend Developer,0
C04763,"TensorFlow, Statistics, SQL, Pandas",4.4,Data Scientist,1
C04764,"Spring, Microservices, Docker",6.2,Backend Developer,1
C04765,"CSS, TypeScript, JavaScript, HTML",5.5,Frontend Developer,1
C04766,"Python, Machine Learning, SQL",1.9,Data Scientist,0
C04767,"Dart, Swift",9.8,Mobile Developer,0
C04768,"Microservices, REST",5.4,Backend Developer,0
C04769,"JavaScript, TypeScript, CSS, React",9.1,Frontend Developer,1
C04770,"Dart, Firebase",2.5,Mobile Developer,0
C04771,"Kubernetes, Terraform, CI/CD, Linux, AWS",9.3,DevOps Engineer,1
C04772,"Terraform, Docker, CI/CD, Kubernetes, AWS",9.8,DevOps Engineer,1
C04773,"Spring, Microservices",2.7,Backend Developer,0
C04774,"Firebase, Kotlin, Dart",0.9,Mobile Developer,0
C04775,"TypeScript, Redux, HTML, CSS, React",1.6,Frontend Developer,0
C04776,"Kotlin, Dart, Flutter",6.4,Mobile Developer,1
C04777,"REST, SQL, Java, Microservices",8.6,Backend Developer,1
C04778,"Python, Machine Learning",4.9,Data Scientist,0
C04779,"Swift, Dart, Kotlin",9.5,Mobile Developer,1
C04780,"React, HTML, TypeScript",8.3,Frontend Developer,1
C04781,"SQL, Pandas, Python, Statistics, Machine Learning",5.7,Data Scientist,1
C04782,"Docker, SQL, Java",6.2,Backend Developer,1
C04783,"React Native, Firebase, Dart, Swift",4.6,Mobile Developer,1
C04784,"CSS, HTML, TypeScript",7.4,Frontend Developer,1
C04785,"Spring, REST",7.0,Backend Developer,0
C04786,"CSS, React",1.5,Frontend Developer,0
C04787,"Spring, SQL, Docker, REST, Java",8.5,Backend Developer,1
C04788,"Redux, TypeScript",2.8,Frontend Developer,0
C04789,"JavaScript, CSS, HTML",7.2,Frontend Developer,1
C04790,"CSS, Redux, TypeScript, React",7.5,Frontend Developer,1
C04791,"SQL, Pandas, TensorFlow",3.5,Data Scientist,1
C04792,"CSS, TypeScript, JavaScript, Redux",1.1,Frontend Developer,0
C04793,"SQL, TensorFlow, Statistics, Machine Learning, Pandas",1.8,Data Scientist,0
C04794,"TensorFlow, Machine Learning, SQL, Pandas",2.3,Data Scientist,1
C04795,"CSS, TypeScript, JavaScript, React",5.7,Frontend Developer,1
C04796,"CI/CD, Kubernetes, Docker, Linux",3.8,DevOps Engineer,1
C04797,"REST, Spring, Microservices",9.5,Backend Developer,1
C04798,"Dart, Flutter, Firebase",3.8,Mobile Developer,1
C04799,"CSS, JavaScript, React",1.7,Frontend Developer,0
C04800,"Microservices, Java, REST, SQL, Docker",7.3,Backend Developer,1
C04801,"React Native, Firebase, Dart, Swift",5.2,Mobile Developer,1
C04802,"Flutter, React Native, Firebase, Kotlin",3.2,Mobile Developer,1
C04803,"HTML, JavaScript, React, TypeScript, Redux",9.4,Frontend Developer,1
C04804,"Statistics, TensorFlow, Pandas, Machine Learning",2.0,Data Scientist,0
C04805,"Pandas, TensorFlow",9.6,Data Scientist,0
C04806,"Machine Learning, Statistics, SQL, TensorFlow, Python",1.9,Data Scientist,0
C04807,"Docker, Terraform, AWS, Kubernetes",9.7,DevOps Engineer,1
C04808,"Machine Learning, Python",4.3,Data Scientist,0
C04809,"Linux, Docker, Terraform",9.2,DevOps Engineer,1
C04810,"Terraform, CI/CD, Docker, AWS, Linux",6.4,DevOps Engineer,1
C04811,"CI/CD, Docker, Linux, Terraform, Kubernetes",6.2,DevOps Engineer,1
C04812,"Kubernetes, CI/CD, Linux",0.5,DevOps Engineer,0
C04813,"Pandas, Python, Machine Learning, Statistics",5.8,Data Scientist,1
C04814,"Machine Learning, TensorFlow, Python, SQL",8.5,Data Scientist,1
C04815,"Python, TensorFlow, Pandas",6.5,Data Scientist,1
C04816,"Microservices, REST, Spring",8.7,Backend Developer,1
C04817,"Python, SQL, TensorFlow, Machine Learning, Pandas",2.1,Data Scientist,1
C04818,"Dart, Firebase, Flutter",3.7,Mobile Developer,1
C04819,"Docker, CI/CD, AWS, Linux, Terraform",9.4,DevOps Engineer,1
C04820,"REST, Spring, Microservices, SQL, Docker",0.8,Backend Developer,0
C04821,"REST, Spring, Microservices",4.3,Backend Developer,1
C04822,"Kotlin, Swift, Dart, Firebase, Flutter",8.1,Mobile Developer,1
C04823,"CI/CD, Docker, Kubernetes, Linux, Terraform",7.3,DevOps Engineer,1
C04824,"Firebase, Dart, Flutter, React Native",7.4,Mobile Developer,1
C04825,"Redux, React, JavaScript",7.4,Frontend Developer,1
C04826,"HTML, JavaScript, CSS",9.0,Frontend Developer,1
C04827,"Kubernetes, AWS, Docker",3.1,DevOps Engineer,1
C04828,"Flutter, Swift, Dart",6.3,Mobile Developer,1
C04829,"Kubernetes, Docker",8.4,DevOps Engineer,0
C04830,"React, CSS, HTML, JavaScript, Redux",5.4,Frontend Developer,1
C04831,"REST, Spring",3.4,Backend Developer,0
C04832,"REST, Java, Microservices, SQL, Docker",0.8,Backend Developer,0
C04833,"Python, Statistics",9.6,Data Scientist,0
C04834,"HTML, CSS, TypeScript, React",1.0,Frontend Developer,0
C04835,"Java, Docker",3.2,Backend Developer,0
C04836,"Docker, Spring, SQL, Java",2.8,Backend Developer,1
C04837,"Firebase, Flutter",9.0,Mobile Developer,0
C04838,"AWS, Terraform",2.0,DevOps Engineer,0
C04839,"Docker, Terraform, AWS, Kubernetes, CI/CD",7.9,DevOps Engineer,1
C04840,"HTML, JavaScript, React, CSS",4.1,Frontend Developer,1
C04841,"Statistics, TensorFlow, Pandas, SQL, Python",9.7,Data Scientist,1
C04842,"AWS, CI/CD, Terraform, Linux",4.6,DevOps Engineer,1
C04843,"Swift, Flutter, Kotlin",2.7,Mobile Developer,1
C04844,"JavaScript, CSS, React",1.9,Frontend Developer,0
C04845,"TensorFlow, Machine Learning, Pandas, SQL",1.1,Data Scientist,0
C04846,"TensorFlow, Machine Learning, SQL, Python, Pandas",4.6,Data Scientist,1
C04847,"Flutter, Firebase, Swift, Kotlin",4.1,Mobile Developer,1
C04848,"Machine Learning, TensorFlow, Statistics, Python, Pandas",3.6,Data Scientist,1
C04849,"Linux, Terraform, AWS, Docker, CI/CD",2.8,DevOps Engineer,1
C04850,"Swift, React Native, Kotlin",8.5,Mobile Developer,1
C04851,"JavaScript, TypeScript, Redux, CSS",7.2,Frontend Developer,1
C04852,"AWS, Kubernetes, Docker",7.6,DevOps Engineer,1
C04853,"Kubernetes, Linux, CI/CD",5.6,DevOps Engineer,1
C04854,"AWS, CI/CD, Docker, Kubernetes, Terraform",9.8,DevOps Engineer,1
C04855,"Kubernetes, Linux",5.0,DevOps Engineer,0
C04856,"HTML, CSS, React",3.3,Frontend Developer,1
C04857,"React, TypeScript, HTML, JavaScript",9.6,Frontend Developer,1
C04858,"Microservices, Spring",9.6,Backend Developer,0
C04859,"HTML, Redux, JavaScript, React, CSS",6.0,Frontend Developer,1
C04860,"Spring, Docker, Microservices, Java",1.3,Backend Developer,0
C04861,"HTML, React",9.4,Frontend Developer,0
C04862,"HTML, CSS, React, Redux, JavaScript",5.1,Frontend Developer,1
C04863,"Swift, React Native",3.9,Mobile Developer,0
C04864,"Java, Microservices, REST, SQL",8.1,Backend Developer,1
C04865,"Docker, Terraform, AWS, CI/CD",8.5,DevOps Engineer,1
C04866,"Swift, Firebase, Kotlin, Dart",8.2,Mobile Developer,1
C04867,"Linux, CI/CD, Docker, AWS, Kubernetes",8.3,DevOps Engineer,1
C04868,"Pandas, Statistics, Python, Machine Learning",8.6,Data Scientist,1
C04869,"Kubernetes, Terraform, Linux, CI/CD, Docker",9.9,DevOps Engineer,1
C04870,"Pandas, Python, Statistics, TensorFlow",5.4,Data Scientist,1
C04871,"Terraform, Docker",8.3,DevOps Engineer,0
C04872,"Docker, AWS, Linux",3.4,DevOps Engineer,1
C04873,"CSS, React, JavaScript, HTML",8.3,Frontend Developer,1
C04874,"HTML, TypeScript",9.6,Frontend Developer,0
C04875,"JavaScript, TypeScript, Redux",3.2,Frontend Developer,1
C04876,"Machine Learning, Pandas, TensorFlow",2.1,Data Scientist,1
C04877,"Terraform, Linux",6.1,DevOps Engineer,0
C04878,"Statistics, Pandas, SQL, TensorFlow, Machine Learning",4.7,Data Scientist,1
C04879,"Flutter, Kotlin, Swift, Firebase",0.8,Mobile Developer,0
C04880,"SQL, TensorFlow, Pandas, Statistics",9.1,Data Scientist,1
C04881,"Flutter, Dart, React Native, Kotlin",2.8,Mobile Developer,1
C04882,"Microservices, SQL",6.0,Backend Developer,0
C04883,"Java, Microservices, Docker, SQL",2.6,Backend Developer,1
C04884,"Swift, Dart, Kotlin, React Native",2.6,Mobile Developer,1
C04885,"REST, Spring, Java",9.3,Backend Developer,1
C04886,"Kubernetes, CI/CD, Docker",4.2,DevOps Engineer,1
C04887,"Statistics, Python, TensorFlow",9.6,Data Scientist,1
C04888,"Firebase, Dart, Kotlin",6.5,Mobile Developer,1
C04889,"Flutter, Firebase, Kotlin, Swift, React Native",0.6,Mobile Developer,0
C04890,"Pandas, Python",3.0,Data Scientist,0
C04891,"Java, REST, Docker, SQL, Spring",6.0,Backend Developer,1
C04892,"Kotlin, Flutter, React Native, Firebase",8.6,Mobile Developer,1
C04893,"Swift, Firebase, Flutter, Kotlin, Dart",8.1,Mobile Developer,1
C04894,"Redux, JavaScript, React, TypeScript, HTML",4.7,Frontend Developer,1
C04895,"React, CSS",4.0,Frontend Developer,0
C04896,"React, Redux",0.5,Frontend Developer,0
C04897,"Linux, Kubernetes, AWS",8.7,DevOps Engineer,1
C04898,"Statistics, SQL",5.6,Data Scientist,0
C04899,"Docker, CI/CD, Terraform",3.6,DevOps Engineer,1
C04900,"Firebase, Kotlin, Dart, Flutter, Swift",5.5,Mobile Developer,1
C04901,"SQL, TensorFlow, Machine Learning",8.4,Data Scientist,1
C04902,"AWS, Kubernetes",9.0,DevOps Engineer,0
C04903,"Dart, Flutter, Swift, React Native",6.1,Mobile Developer,1
C04904,"CI/CD, Docker, Terraform",10.0,DevOps Engineer,1
C04905,"SQL, Java, REST, Microservices, Spring",5.6,Backend Developer,1
C04906,"CSS, HTML, TypeScript, JavaScript, React",6.7,Frontend Developer,1
C04907,"Machine Learning, TensorFlow, Pandas, SQL",7.1,Data Scientist,1
C04908,"Spring, SQL, Microservices, Java, REST",8.2,Backend Developer,1
C04909,"Pandas, TensorFlow, Machine Learning",7.9,Data Scientist,1
C04910,"AWS, Terraform, Linux, Docker, Kubernetes",6.3,DevOps Engineer,1
C04911,"React Native, Swift, Kotlin, Dart",10.0,Mobile Developer,1
C04912,"Microservices, SQL, Spring, Docker, Java",5.8,Backend Developer,1
C04913,"Swift, Kotlin",7.1,Mobile Developer,0
C04914,"Kubernetes, Linux, Terraform, Docker",8.8,DevOps Engineer,1
C04915,"Pandas, TensorFlow",7.5,Data Scientist,0
C04916,"Kubernetes, AWS",3.4,DevOps Engineer,0
C04917,"Firebase, React Native, Flutter, Kotlin, Dart",7.9,Mobile Developer,1
C04918,"Terraform, Linux",8.6,DevOps Engineer,0
C04919,"Redux, React, JavaScript, HTML",9.0,Frontend Developer,1
C04920,"Machine Learning, TensorFlow, SQL",5.5,Data Scientist,1
C04921,"HTML, JavaScript",4.4,Frontend Developer,0
C04922,"Statistics, SQL, Pandas, Python",2.4,Data Scientist,1
C04923,"REST, SQL",2.6,Backend Developer,0
C04924,"Swift, Firebase, Flutter",9.7,Mobile Developer,1
C04925,"SQL, Java, Microservices",6.6,Backend Developer,1
C04926,"Spring, Java, SQL, Microservices",1.9,Backend Developer,0
C04927,"Docker, Microservices, Java, SQL, REST",9.5,Backend Developer,1
C04928,"Swift, React Native, Flutter",3.1,Mobile Developer,1
C04929,"Dart, Kotlin",3.8,Mobile Developer,0
C04930,"Docker, Terraform, AWS",7.2,DevOps Engineer,1
C04931,"Flutter, Swift, React Native, Firebase",4.7,Mobile Developer,1
C04932,"Python, Statistics, Machine Learning, Pandas, SQL",6.8,Data Scientist,1
C04933,"Dart, Swift, Flutter, Firebase",1.5,Mobile Developer,0
C04934,"SQL, Spring, Java, Docker, REST",2.9,Backend Developer,1
C04935,"React, JavaScript, TypeScript, CSS",7.4,Frontend Developer,1
C04936,"Swift, Kotlin, Firebase, React Native",7.4,Mobile Developer,1
C04937,"Firebase, Swift, Dart",1.4,Mobile Developer,0
C04938,"JavaScript, TypeScript",8.4,Frontend Developer,0
C04939,"Redux, React",9.2,Frontend Developer,0
C04940,"Firebase, Swift",2.7,Mobile Developer,0
C04941,"HTML, CSS, JavaScript",9.3,Frontend Developer,1
C04942,"Microservices, SQL, Java, Docker",2.6,Backend Developer,1
C04943,"SQL, Java",5.6,Backend Developer,0
C04944,"CI/CD, AWS, Terraform, Linux",5.1,DevOps Engineer,1
C04945,"Statistics, Machine Learning, SQL",7.0,Data Scientist,1
C04946,"Linux, Terraform, Docker",1.3,DevOps Engineer,0
C04947,"JavaScript, CSS, HTML",7.8,Frontend Developer,1
C04948,"Docker, Microservices",4.3,Backend Developer,0
C04949,"Pandas, TensorFlow, Statistics, Python, Machine Learning",4.9,Data Scientist,1
C04950,"Spring, Java, REST, Docker",8.0,Backend Developer,1
C04951,"CSS, React, JavaScript",9.3,Frontend Developer,1
C04952,"Java, REST, SQL, Microservices",5.9,Backend Developer,1
C04953,"Docker, Microservices, Java",8.6,Backend Developer,1
C04954,"Python, Machine Learning, Statistics, Pandas",7.6,Data Scientist,1
C04955,"Microservices, SQL, Docker",2.2,Backend Developer,1
C04956,"Kubernetes, Docker, CI/CD",2.3,DevOps Engineer,1
C04957,"Terraform, CI/CD",1.5,DevOps Engineer,0
C04958,"TensorFlow, Machine Learning, Python, Pandas, SQL",8.5,Data Scientist,1
C04959,"Docker, CI/CD, Terraform, AWS, Kubernetes",5.4,DevOps Engineer,1
C04960,"Machine Learning, Pandas, TensorFlow, Python",1.1,Data Scientist,0
C04961,"Swift, Flutter",3.0,Mobile Developer,0
C04962,"Python, Pandas, Statistics, TensorFlow",5.5,Data Scientist,1
C04963,"Dart, Flutter",8.5,Mobile Developer,0
C04964,"Swift, Dart",3.0,Mobile Developer,0
C04965,"JavaScript, Redux, HTML, CSS",9.4,Frontend Developer,1
C04966,"Python, Statistics, TensorFlow, Machine Learning, SQL",4.6,Data Scientist,1
C04967,"TensorFlow, Pandas, Machine Learning, SQL, Python",8.8,Data Scientist,1
C04968,"Kotlin, React Native",6.1,Mobile Developer,0
C04969,"Swift, React Native, Kotlin, Flutter, Firebase",9.7,Mobile Developer,1
C04970,"Kubernetes, Docker, Terraform, AWS, Linux",3.1,DevOps Engineer,1
C04971,"AWS, Linux, Kubernetes, Docker, CI/CD",7.2,DevOps Engineer,1
C04972,"React, JavaScript, TypeScript, HTML, Redux",5.0,Frontend Developer,1
C04973,"Microservices, Spring, REST, Docker",1.0,Backend Developer,0
C04974,"Redux, TypeScript, JavaScript",4.3,Frontend Developer,1
C04975,"React Native, Swift, Kotlin",1.2,Mobile Developer,0
C04976,"Terraform, Linux, Docker",9.4,DevOps Engineer,1
C04977,"JavaScript, Redux, CSS",5.4,Frontend Developer,1
C04978,"Kubernetes, Docker, CI/CD",5.0,DevOps Engineer,1
C04979,"CI/CD, Docker, Terraform, Linux",7.3,DevOps Engineer,1
C04980,"Kubernetes, AWS, Docker",9.9,DevOps Engineer,1
C04981,"CSS, Redux",1.8,Frontend Developer,0
C04982,"React, CSS, HTML, Redux, JavaScript",7.6,Frontend Developer,1
C04983,"Java, SQL",7.0,Backend Developer,0
C04984,"JavaScript, TypeScript, Redux, React, HTML",4.4,Frontend Developer,1
C04985,"Python, SQL, Statistics, Pandas, Machine Learning",5.0,Data Scientist,1
C04986,"Java, Microservices, Spring",1.4,Backend Developer,0
C04987,"Spring, REST",5.2,Backend Developer,0
C04988,"Java, Microservices",8.1,Backend Developer,0
C04989,"Microservices, Java, REST, SQL, Docker",9.0,Backend Developer,1
C04990,"Firebase, Kotlin",5.1,Mobile Developer,0
C04991,"TypeScript, JavaScript, CSS, React",7.1,Frontend Developer,1
C04992,"AWS, Terraform, Docker, Kubernetes",3.3,DevOps Engineer,1
C04993,"TypeScript, JavaScript, React, HTML, Redux",10.0,Frontend Developer,1
C04994,"React Native, Kotlin, Firebase",3.6,Mobile Developer,1
C04995,"Machine Learning, TensorFlow",7.4,Data Scientist,0
C04996,"Kubernetes, Linux, CI/CD, AWS, Docker",2.7,DevOps Engineer,1
C04997,"Docker, Kubernetes, CI/CD",7.5,DevOps Engineer,1
C04998,"TypeScript, CSS",5.1,Frontend Developer,0
C04999,"Statistics, TensorFlow",3.7,Data Scientist,0
C05000,"Redux, React, JavaScript, TypeScript",4.0,Frontend Developer,1
C05001,"Java, Spring, REST, Microservices, SQL",5.3,Backend Developer,1
C05002,"Python, Machine Learning, Statistics, Pandas",2.6,Data Scientist,1
C05003,"TensorFlow, Python, Statistics, Pandas",9.9,Data Scientist,1
C05004,"Swift, Flutter, Dart",2.5,Mobile Developer,1
C05005,"REST, Java, Spring",8.7,Backend Developer,1
C05006,"TypeScript, CSS",2.0,Frontend Developer,0
C05007,"Kubernetes, Terraform, CI/CD, Linux",6.0,DevOps Engineer,1
C05008,"Spring, Java, SQL, Docker, REST",9.1,Backend Developer,1
C05009,"CSS, HTML, JavaScript, TypeScript",3.2,Frontend Developer,1
C05010,"Redux, TypeScript, CSS, React, HTML",1.9,Frontend Developer,0
